Customer ID,Recency,Frequency,Monetary,AvgOrderValue,AvgBasketSize,UniqueProducts,ReturnCount,Tenure,FirstPurchase,LastPurchase,PreferredDayOfWeek,PreferredMonth,ReturnRate,Country,Churned,Cluster,Persona,Tenure_years,CLV_Raw,Retention_factor,CLV,CLV_Tier,CLV_Tier_encoded,Country_encoded
12994,4,3,974.42,324.8066666666667,153.0,52,2.0,264,2011-03-16 08:31:00,2011-12-05 15:43:00,2,3,0.6667,United Kingdom,0,3,At Risk,0.7232876712328767,1679.20597260274,1.0,1679.20597260274,Medium,2,38
12995,85,1,211.32,211.32,108.0,3,1.0,0,2011-09-15 15:44:00,2011-09-15 15:44:00,3,9,1.0,United Kingdom,0,3,At Risk,0.0,211.32,1.0,211.32,Medium,2,38
12996,376,1,355.5,355.5,122.0,22,0.0,0,2010-11-29 09:27:00,2010-11-29 09:27:00,0,11,0.0,United Kingdom,1,2,One-Time Lost,0.0,355.5,0.2,71.10000000000001,Low,1,38
12997,22,8,2110.91,263.86375,148.25,65,8.0,590,2010-04-06 11:06:00,2011-11-17 15:47:00,0,11,1.0,United Kingdom,0,0,Champions,1.6164383561643836,5523.065890410959,1.0,5523.065890410959,High,0,38
12998,493,3,920.08,306.6933333333333,374.6666666666667,58,1.0,160,2010-02-24 11:55:00,2010-08-04 08:05:00,2,2,0.3333,United Kingdom,1,3,At Risk,0.4383561643835616,1323.4027397260272,0.2,264.68054794520543,Medium,2,38
12999,196,3,455.88,151.96,114.0,25,0.0,49,2011-04-08 10:26:00,2011-05-27 13:24:00,4,4,0.0,United Kingdom,1,2,One-Time Lost,0.13424657534246576,517.0803287671233,0.2,103.41606575342468,Low,1,38
13000,107,4,1032.5,258.125,137.0,57,1.0,618,2009-12-14 17:03:00,2011-08-25 10:43:00,0,12,0.25,United Kingdom,1,1,Loyal Developing,1.6931506849315068,2780.678082191781,0.2,556.1356164383562,Medium,2,38
13001,4,33,24042.65,728.5651515151516,407.5151515151515,300,4.0,731,2009-12-03 16:21:00,2011-12-05 14:51:00,3,2,0.1212,United Kingdom,0,0,Champions,2.0027397260273974,72193.82027397261,1.0,72193.82027397261,High,0,38
13002,318,3,414.13,138.04333333333332,67.0,19,0.0,116,2010-10-01 11:58:00,2011-01-25 15:18:00,4,10,0.0,United Kingdom,1,2,One-Time Lost,0.3178082191780822,545.7439178082192,0.2,109.14878356164384,Low,1,38
13003,106,3,149.05,49.68333333333334,34.333333333333336,4,0.0,109,2011-05-09 08:23:00,2011-08-26 10:50:00,0,5,0.0,United Kingdom,1,2,One-Time Lost,0.29863013698630136,193.56082191780823,0.2,38.71216438356165,Low,1,38
13004,12,36,11650.85,323.63472222222225,243.5555555555556,417,10.0,713,2009-12-15 09:44:00,2011-11-28 11:27:00,0,11,0.2778,United Kingdom,0,0,Champions,1.9534246575342467,34409.907671232875,1.0,34409.907671232875,High,0,38
13005,174,4,999.68,249.92,115.5,41,2.0,283,2010-09-08 12:52:00,2011-06-19 10:53:00,3,4,0.5,United Kingdom,1,3,At Risk,0.7753424657534247,1774.7743561643836,0.2,354.9548712328767,Medium,2,38
13006,56,1,81.57,81.57,55.0,4,0.0,0,2011-10-14 13:49:00,2011-10-14 13:49:00,4,10,0.0,United Kingdom,0,2,One-Time Lost,0.0,81.57,1.0,81.57,Low,1,38
13007,580,1,175.25,175.25,59.0,11,0.0,0,2010-05-09 10:38:00,2010-05-09 10:38:00,6,5,0.0,United Kingdom,1,2,One-Time Lost,0.0,175.25,0.2,35.050000000000004,Low,1,38
13008,323,3,612.13,204.0433333333333,126.33333333333331,31,4.0,399,2009-12-16 16:07:00,2011-01-20 14:24:00,3,1,1.3333,United Kingdom,1,3,At Risk,1.093150684931507,1281.280328767123,0.2,256.2560657534246,Medium,2,38
13009,673,1,234.0,234.0,120.0,4,0.0,0,2010-02-05 12:22:00,2010-02-05 12:22:00,4,2,0.0,United Kingdom,1,2,One-Time Lost,0.0,234.0,0.2,46.800000000000004,Low,1,38
13010,374,2,330.12,165.06,161.5,10,0.0,274,2010-03-01 11:28:00,2010-11-30 15:09:00,0,3,0.0,United Kingdom,1,2,One-Time Lost,0.7506849315068493,577.9361095890412,0.2,115.58722191780824,Low,1,38
13011,372,1,50.55,50.55,13.0,3,0.0,0,2010-12-02 17:22:00,2010-12-02 17:22:00,3,12,0.0,United Kingdom,1,2,One-Time Lost,0.0,50.55,0.2,10.11,Low,1,38
13012,9,11,2957.83,268.89363636363635,141.72727272727272,95,4.0,582,2010-04-26 14:14:00,2011-11-30 13:05:00,2,7,0.3636,United Kingdom,0,0,Champions,1.5945205479452054,7674.1507123287665,1.0,7674.1507123287665,High,0,38
13013,1,29,11097.43,382.67,195.20689655172413,289,2.0,724,2009-12-14 10:34:00,2011-12-08 15:01:00,4,4,0.069,United Kingdom,0,0,Champions,1.9835616438356165,33109.86649315069,1.0,33109.86649315069,High,0,38
13014,11,11,5381.08,489.1890909090909,179.9090909090909,140,7.0,422,2010-10-03 11:35:00,2011-11-29 12:27:00,6,10,0.6364,United Kingdom,0,0,Champions,1.1561643835616437,11602.49304109589,1.0,11602.49304109589,High,0,38
13015,53,11,6579.78,598.1618181818181,320.6363636363636,260,3.0,549,2010-04-15 16:35:00,2011-10-17 13:19:00,0,4,0.2727,United Kingdom,0,0,Champions,1.5041095890410958,16476.49019178082,1.0,16476.49019178082,High,0,38
13016,73,3,789.89,263.2966666666667,175.66666666666666,39,0.0,49,2011-08-08 15:00:00,2011-09-27 14:08:00,0,8,0.0,United Kingdom,0,1,Loyal Developing,0.13424657534246576,895.9300273972603,1.0,895.9300273972603,Medium,2,38
13017,7,1,204.0,204.0,48.0,1,0.0,0,2011-12-02 15:53:00,2011-12-02 15:53:00,4,12,0.0,United Kingdom,0,2,One-Time Lost,0.0,204.0,1.0,204.0,Medium,2,38
13018,16,35,9763.16,278.9474285714286,192.7428571428572,401,2.0,632,2010-03-01 12:34:00,2011-11-23 13:28:00,0,5,0.0571,United Kingdom,0,0,Champions,1.7315068493150685,26668.138410958905,1.0,26668.138410958905,High,0,38
13019,379,6,1229.95,204.99166666666667,66.16666666666667,46,2.0,353,2009-12-06 15:40:00,2010-11-25 14:56:00,3,12,0.3333,United Kingdom,1,1,Loyal Developing,0.9671232876712329,2419.463287671233,0.2,483.8926575342466,Medium,2,38
13020,563,2,618.96,309.48,139.0,38,3.0,97,2010-02-18 10:35:00,2010-05-26 11:12:00,3,2,1.5,United Kingdom,1,3,At Risk,0.26575342465753427,783.4507397260273,0.2,156.69014794520547,Low,1,38
13021,4,17,4887.24,287.48470588235296,149.76470588235293,166,7.0,730,2009-12-05 12:02:00,2011-12-05 16:37:00,0,11,0.4118,United Kingdom,0,0,Champions,2.0,14661.72,1.0,14661.72,High,0,38
13022,430,1,65.3,65.3,35.0,5,0.0,0,2010-10-06 10:50:00,2010-10-06 10:50:00,2,10,0.0,Belgium,1,2,One-Time Lost,0.0,65.3,0.2,13.06,Low,1,3
13023,64,3,1449.03,483.01,195.0,69,0.0,464,2010-06-29 09:51:00,2011-10-06 16:27:00,1,6,0.0,United Kingdom,0,1,Loyal Developing,1.2712328767123289,3291.084575342466,1.0,3291.084575342466,High,0,38
13024,471,2,555.87,277.935,90.5,26,1.0,111,2010-05-06 14:25:00,2010-08-26 09:42:00,3,8,0.5,United Kingdom,1,3,At Risk,0.3041095890410959,724.915397260274,0.2,144.9830794520548,Low,1,38
13025,732,1,323.39,323.39,241.0,13,0.0,0,2009-12-08 10:02:00,2009-12-08 10:02:00,1,12,0.0,United Kingdom,1,2,One-Time Lost,0.0,323.39,0.2,64.678,Low,1,38
13026,1,9,1733.08,192.56444444444443,274.0,52,4.0,725,2009-12-13 11:34:00,2011-12-08 16:58:00,6,12,0.4444,United Kingdom,0,0,Champions,1.9863013698630136,5175.499178082191,1.0,5175.499178082191,High,0,38
13027,114,19,17239.2,907.3263157894736,2254.736842105264,7,4.0,574,2010-01-20 10:41:00,2011-08-18 09:39:00,1,3,0.2105,United Kingdom,1,0,Champions,1.5726027397260274,44349.61315068493,0.2,8869.922630136985,High,0,38
13028,23,2,661.3199999999999,330.66,399.0,40,1.0,22,2011-10-25 14:09:00,2011-11-17 11:10:00,1,10,0.5,United Kingdom,0,3,At Risk,0.06027397260273973,701.1803835616439,1.0,701.1803835616439,Medium,2,38
13029,31,5,1927.3,385.46,38.8,13,0.0,492,2010-07-04 13:46:00,2011-11-09 09:13:00,6,7,0.0,United Kingdom,0,1,Loyal Developing,1.347945205479452,4525.194794520548,1.0,4525.194794520548,High,0,38
13030,11,2,752.44,376.22,174.0,76,0.0,356,2010-12-06 14:31:00,2011-11-28 14:30:00,0,12,0.0,United Kingdom,0,1,Loyal Developing,0.9753424657534246,1486.3266849315069,1.0,1486.3266849315069,Medium,2,38
13031,407,5,3292.84,658.568,461.8,275,0.0,147,2010-06-03 14:57:00,2010-10-28 15:34:00,3,6,0.0,United Kingdom,1,1,Loyal Developing,0.40273972602739727,4618.997479452055,0.2,923.799495890411,Medium,2,38
13032,52,9,2815.96,312.88444444444445,141.55555555555554,147,2.0,408,2010-09-05 14:01:00,2011-10-18 15:54:00,1,9,0.2222,United Kingdom,0,0,Champions,1.1178082191780823,5963.663232876712,1.0,5963.663232876712,High,0,38
13033,357,2,220.55,110.275,49.0,12,0.0,72,2010-10-06 09:37:00,2010-12-17 14:23:00,4,12,0.0,United Kingdom,1,2,One-Time Lost,0.19726027397260273,264.05575342465755,0.2,52.81115068493151,Low,1,38
13034,55,3,756.82,252.2733333333333,135.33333333333334,42,0.0,346,2010-11-03 15:22:00,2011-10-16 12:21:00,6,10,0.0,United Kingdom,0,1,Loyal Developing,0.947945205479452,1474.2438904109588,1.0,1474.2438904109588,Medium,2,38
13035,74,3,1364.2,454.73333333333335,308.6666666666667,27,1.0,357,2010-10-04 15:41:00,2011-09-27 08:57:00,0,9,0.3333,United Kingdom,0,1,Loyal Developing,0.9780821917808219,2698.4997260273976,1.0,2698.4997260273976,High,0,38
13036,685,1,307.1,307.1,38.0,6,0.0,0,2010-01-24 11:35:00,2010-01-24 11:35:00,6,1,0.0,United Kingdom,1,2,One-Time Lost,0.0,307.1,0.2,61.42000000000001,Low,1,38
13037,138,12,3914.95,326.24583333333334,177.5,181,4.0,597,2009-12-03 17:04:00,2011-07-24 15:46:00,4,3,0.3333,United Kingdom,1,0,Champions,1.6356164383561644,10318.306575342465,0.2,2063.661315068493,High,0,38
13038,80,3,908.46,302.82,120.0,24,0.0,210,2011-02-22 11:43:00,2011-09-20 14:37:00,1,2,0.0,United Kingdom,0,1,Loyal Developing,0.5753424657534246,1431.1356164383562,1.0,1431.1356164383562,Medium,2,38
13039,584,4,1010.73,252.6825,72.5,37,0.0,138,2009-12-17 16:43:00,2010-05-04 16:45:00,1,5,0.0,United Kingdom,1,2,One-Time Lost,0.3780821917808219,1392.8690136986302,0.2,278.57380273972603,Medium,2,38
13040,9,2,676.99,338.495,177.5,38,0.0,24,2011-11-06 13:53:00,2011-12-01 10:38:00,3,12,0.0,United Kingdom,0,1,Loyal Developing,0.06575342465753424,721.504410958904,1.0,721.504410958904,Medium,2,38
13041,451,4,799.13,199.7825,83.75,23,0.0,139,2010-04-29 08:43:00,2010-09-15 11:44:00,2,7,0.0,United Kingdom,1,2,One-Time Lost,0.38082191780821917,1103.4562191780822,0.2,220.69124383561643,Medium,2,38
13042,598,3,1488.59,496.19666666666666,270.6666666666667,164,1.0,133,2009-12-07 15:42:00,2010-04-20 13:43:00,1,12,0.3333,United Kingdom,1,3,At Risk,0.3643835616438356,2031.007726027397,0.2,406.2015452054794,Medium,2,38
13043,273,1,516.42,516.42,254.0,13,1.0,0,2011-03-11 14:52:00,2011-03-11 14:52:00,4,3,1.0,United Kingdom,1,3,At Risk,0.0,516.42,0.2,103.28399999999999,Low,1,38
13044,291,11,4848.05,440.7318181818182,231.63636363636363,356,2.0,409,2010-01-08 14:46:00,2011-02-21 15:20:00,6,2,0.1818,United Kingdom,1,0,Champions,1.1205479452054794,10280.522465753425,0.2,2056.1044931506854,High,0,38
13045,99,3,808.9200000000001,269.64000000000004,135.0,41,0.0,387,2010-08-10 13:02:00,2011-09-01 15:04:00,3,9,0.0,United Kingdom,1,1,Loyal Developing,1.0602739726027397,1666.5968219178083,0.2,333.31936438356166,Medium,2,38
13046,31,3,949.25,316.4166666666667,168.33333333333334,50,0.0,425,2010-09-09 13:09:00,2011-11-09 08:36:00,2,9,0.0,United Kingdom,0,1,Loyal Developing,1.1643835616438356,2054.541095890411,1.0,2054.541095890411,High,0,38
13047,32,24,8428.53,351.18875,138.66666666666666,190,18.0,692,2009-12-16 11:43:00,2011-11-08 12:06:00,3,8,0.75,United Kingdom,0,0,Champions,1.895890410958904,24408.09920547945,1.0,24408.09920547945,High,0,38
13048,14,9,4049.13,449.90333333333336,295.6666666666667,125,4.0,667,2010-01-27 12:55:00,2011-11-25 13:23:00,2,1,0.4444,United Kingdom,0,0,Champions,1.8273972602739725,11448.49906849315,1.0,11448.49906849315,High,0,38
13049,64,4,1408.24,352.06,155.0,19,1.0,336,2010-11-03 15:39:00,2011-10-06 15:31:00,2,11,0.25,United Kingdom,0,1,Loyal Developing,0.9205479452054794,2704.592438356164,1.0,2704.592438356164,High,0,38
13050,15,35,11986.52,342.47200000000004,200.42857142857144,513,22.0,709,2009-12-15 15:06:00,2011-11-25 09:18:00,6,10,0.6286,United Kingdom,0,0,Champions,1.9424657534246574,35269.924602739724,1.0,35269.924602739724,High,0,38
13051,579,2,155.8,77.9,36.0,4,0.0,40,2010-03-30 11:11:00,2010-05-10 09:14:00,0,5,0.0,United Kingdom,1,2,One-Time Lost,0.1095890410958904,172.87397260273974,0.2,34.57479452054795,Low,1,38
13052,212,7,3119.33,445.6185714285714,203.42857142857144,161,0.0,442,2010-02-23 12:31:00,2011-05-11 14:12:00,1,5,0.0,United Kingdom,1,0,Champions,1.210958904109589,6896.710438356164,0.2,1379.3420876712328,Medium,2,38
13053,622,1,127.65,127.65,47.0,17,0.0,0,2010-03-28 11:28:00,2010-03-28 11:28:00,6,3,0.0,United Kingdom,1,2,One-Time Lost,0.0,127.65,0.2,25.53,Low,1,38
13055,78,4,2321.11,580.2775,455.25,145,2.0,351,2010-10-06 08:17:00,2011-09-22 14:26:00,2,10,0.5,United Kingdom,0,0,Champions,0.9616438356164384,4553.191123287671,1.0,4553.191123287671,High,0,38
13056,551,1,209.48,209.48,158.0,18,0.0,0,2010-06-06 14:10:00,2010-06-06 14:10:00,6,6,0.0,United Kingdom,1,2,One-Time Lost,0.0,209.48,0.2,41.896,Low,1,38
13057,530,3,709.59,236.53,152.0,34,1.0,101,2010-03-18 12:14:00,2010-06-27 15:44:00,3,3,0.3333,United Kingdom,1,3,At Risk,0.27671232876712326,905.942301369863,0.2,181.18846027397262,Low,1,38
13058,25,3,271.40000000000003,90.46666666666664,17.333333333333332,5,0.0,127,2011-07-11 12:01:00,2011-11-15 12:43:00,0,7,0.0,United Kingdom,0,2,One-Time Lost,0.34794520547945207,365.83232876712316,1.0,365.83232876712316,Medium,2,38
13059,250,10,2291.77,229.177,86.0,155,2.0,368,2010-03-31 12:23:00,2011-04-04 10:40:00,2,3,0.2,United Kingdom,1,0,Champions,1.0082191780821919,4602.376465753426,0.2,920.4752931506852,Medium,2,38
13060,254,1,307.53000000000003,307.53000000000003,123.0,15,0.0,0,2011-03-31 11:37:00,2011-03-31 11:37:00,3,3,0.0,United Kingdom,1,2,One-Time Lost,0.0,307.53000000000003,0.2,61.50600000000001,Low,1,38
13061,72,1,248.61,248.61,107.0,10,0.0,0,2011-09-28 16:04:00,2011-09-28 16:04:00,2,9,0.0,United Kingdom,0,2,One-Time Lost,0.0,248.61,1.0,248.61,Medium,2,38
13062,191,1,346.98,346.98,343.0,11,0.0,0,2011-06-01 15:12:00,2011-06-01 15:12:00,2,6,0.0,United Kingdom,1,2,One-Time Lost,0.0,346.98,0.2,69.396,Low,1,38
13063,481,1,188.4,188.4,116.0,12,0.0,0,2010-08-16 12:27:00,2010-08-16 12:27:00,0,8,0.0,United Kingdom,1,2,One-Time Lost,0.0,188.4,0.2,37.68,Low,1,38
13064,13,6,1666.84,277.8066666666667,111.33333333333331,58,0.0,579,2010-04-27 10:08:00,2011-11-27 12:31:00,6,7,0.0,United Kingdom,0,1,Loyal Developing,1.5863013698630137,4310.950575342466,1.0,4310.950575342466,High,0,38
13065,373,5,1055.05,211.01000000000005,76.2,49,1.0,174,2010-06-10 11:44:00,2010-12-01 16:52:00,2,12,0.2,United Kingdom,1,1,Loyal Developing,0.4767123287671233,1558.0053424657538,0.2,311.60106849315076,Medium,2,38
13066,24,2,470.8,235.4,161.0,48,1.0,7,2011-11-07 17:06:00,2011-11-15 12:57:00,0,11,0.5,United Kingdom,0,3,At Risk,0.019178082191780823,479.82904109589043,1.0,479.82904109589043,Medium,2,38
13067,82,3,508.51,169.50333333333333,43.66666666666666,24,0.0,363,2010-09-19 13:43:00,2011-09-18 13:38:00,6,9,0.0,United Kingdom,0,1,Loyal Developing,0.9945205479452055,1014.2336438356165,1.0,1014.2336438356165,Medium,2,38
13068,10,2,344.0,172.0,100.0,1,0.0,309,2011-01-24 08:20:00,2011-11-29 15:00:00,0,1,0.0,United Kingdom,0,2,One-Time Lost,0.8465753424657534,635.2219178082191,1.0,635.2219178082191,Medium,2,38
13069,1,38,9284.45,244.3276315789473,399.2368421052632,573,4.0,542,2010-06-14 14:27:00,2011-12-09 08:39:00,0,6,0.1053,United Kingdom,0,0,Champions,1.484931506849315,23071.222328767115,1.0,23071.222328767115,High,0,38
13070,192,4,751.7,187.925,93.0,12,1.0,539,2009-12-07 14:44:00,2011-05-31 13:45:00,0,5,0.25,United Kingdom,1,1,Loyal Developing,1.4767123287671233,1861.7446575342467,0.2,372.34893150684934,Medium,2,38
13071,612,1,129.22,129.22,30.0,12,0.0,0,2010-04-06 13:37:00,2010-04-06 13:37:00,1,4,0.0,United Kingdom,1,2,One-Time Lost,0.0,129.22,0.2,25.844,Low,1,38
13072,267,1,177.15,177.15,69.0,7,0.0,0,2011-03-18 08:12:00,2011-03-18 08:12:00,4,3,0.0,United Kingdom,1,2,One-Time Lost,0.0,177.15,0.2,35.43,Low,1,38
13073,411,2,418.08,209.04,130.5,25,0.0,26,2010-09-28 09:27:00,2010-10-24 14:06:00,1,9,0.0,United Kingdom,1,2,One-Time Lost,0.07123287671232877,447.86104109589036,0.2,89.57220821917808,Low,1,38
13074,511,4,1378.74,344.685,206.5,26,1.0,212,2009-12-16 11:46:00,2010-07-16 16:53:00,2,12,0.25,United Kingdom,1,1,Loyal Developing,0.5808219178082191,2179.542410958904,0.2,435.9084821917808,Medium,2,38
13075,130,1,919.61,919.61,485.0,22,0.0,0,2011-08-02 10:19:00,2011-08-02 10:19:00,1,8,0.0,United Kingdom,1,1,Loyal Developing,0.0,919.61,0.2,183.92200000000003,Low,1,38
13076,458,1,135.4,135.4,44.0,9,0.0,0,2010-09-08 10:27:00,2010-09-08 10:27:00,2,9,0.0,United Kingdom,1,2,One-Time Lost,0.0,135.4,0.2,27.080000000000002,Low,1,38
13077,1,11,2740.65,249.15,224.3636363636364,208,3.0,727,2009-12-11 11:17:00,2011-12-08 19:24:00,3,12,0.2727,United Kingdom,0,0,Champions,1.9917808219178081,8199.424109589041,1.0,8199.424109589041,High,0,38
13078,3,57,29018.06,509.0887719298246,211.0877192982456,153,38.0,735,2009-12-01 09:06:00,2011-12-06 15:36:00,2,11,0.6667,United Kingdom,0,0,Champions,2.0136986301369864,87451.68767123288,1.0,87451.68767123288,High,0,38
13079,4,6,419.18,69.86333333333333,26.33333333333333,11,0.0,413,2010-10-18 14:15:00,2011-12-05 16:53:00,0,10,0.0,United Kingdom,0,1,Loyal Developing,1.1315068493150684,893.4850410958902,1.0,893.4850410958902,Medium,2,38
13080,179,4,280.73,70.1825,48.25,17,1.0,430,2010-04-09 13:07:00,2011-06-13 14:59:00,0,6,0.25,United Kingdom,1,1,Loyal Developing,1.178082191780822,611.4530136986302,0.2,122.29060273972605,Low,1,38
13081,12,28,56838.37,2029.9417857142853,1431.321428571429,738,16.0,719,2009-12-08 13:58:00,2011-11-28 10:54:00,3,7,0.5714,United Kingdom,0,0,Champions,1.9698630136986301,168802.17282191777,1.0,168802.17282191777,High,0,38
13082,126,21,7335.75,349.32142857142856,403.1428571428572,99,4.0,591,2009-12-22 15:37:00,2011-08-05 16:16:00,0,3,0.1905,United Kingdom,1,0,Champions,1.6191780821917807,19213.635616438354,0.2,3842.727123287671,High,0,38
13083,4,3,395.43,131.81,102.33333333333331,19,0.0,421,2010-10-10 13:38:00,2011-12-05 15:01:00,6,9,0.0,United Kingdom,0,1,Loyal Developing,1.1534246575342466,851.5287123287673,1.0,851.5287123287673,Medium,2,38
13084,492,1,122.4,122.4,144.0,2,1.0,0,2010-08-05 08:49:00,2010-08-05 08:49:00,3,8,1.0,United Kingdom,1,3,At Risk,0.0,122.4,0.2,24.480000000000004,Low,1,38
13085,158,8,2433.28,304.16,118.0,50,2.0,581,2009-12-01 07:45:00,2011-07-05 12:11:00,4,1,0.25,United Kingdom,1,0,Champions,1.5917808219178082,6306.528438356166,0.2,1261.3056876712333,Medium,2,38
13086,383,1,439.33,439.33,155.0,47,0.0,0,2010-11-22 10:28:00,2010-11-22 10:28:00,0,11,0.0,United Kingdom,1,2,One-Time Lost,0.0,439.33,0.2,87.866,Low,1,38
13087,726,1,313.64,313.64,86.0,15,0.0,0,2009-12-13 15:16:00,2009-12-13 15:16:00,6,12,0.0,United Kingdom,1,2,One-Time Lost,0.0,313.64,0.2,62.728,Low,1,38
13088,417,1,236.11,236.11,76.0,19,0.0,0,2010-10-18 15:35:00,2010-10-18 15:35:00,0,10,0.0,United Kingdom,1,2,One-Time Lost,0.0,236.11,0.2,47.22200000000001,Low,1,38
13089,3,203,113416.91,558.7039901477833,290.30541871921184,857,44.0,734,2009-12-02 15:44:00,2011-12-07 09:02:00,1,9,0.2167,United Kingdom,0,0,Champions,2.010958904109589,341493.6550410959,1.0,341493.6550410959,High,0,38
13090,9,24,13091.74,545.4891666666666,135.29166666666666,163,6.0,485,2010-08-02 13:58:00,2011-12-01 12:39:00,0,8,0.25,United Kingdom,0,0,Champions,1.3287671232876712,30487.61369863013,1.0,30487.61369863013,High,0,38
13091,28,3,2321.82,773.94,446.3333333333333,41,3.0,701,2009-12-10 11:50:00,2011-11-11 15:54:00,3,12,1.0,United Kingdom,0,3,At Risk,1.9205479452054794,6780.986630136987,1.0,6780.986630136987,High,0,38
13092,71,12,2140.28,178.35666666666668,55.333333333333336,52,3.0,597,2010-02-10 08:44:00,2011-09-30 11:18:00,3,2,0.25,United Kingdom,0,0,Champions,1.6356164383561644,5640.9571506849325,1.0,5640.9571506849325,High,0,38
13093,276,55,54144.25,984.4409090909091,472.2,199,33.0,460,2009-12-04 10:32:00,2011-03-09 12:14:00,3,1,0.6,United Kingdom,1,0,Champions,1.2602739726027397,122380.83904109588,0.2,24476.16780821918,High,0,38
13094,21,13,2209.44,169.9569230769231,145.84615384615384,5,4.0,367,2010-11-15 14:15:00,2011-11-18 14:07:00,2,11,0.3077,United Kingdom,0,1,Loyal Developing,1.0054794520547945,4430.9865205479455,1.0,4430.9865205479455,High,0,38
13095,71,1,74.39999999999999,74.39999999999999,144.0,6,0.0,0,2011-09-30 12:03:00,2011-09-30 12:03:00,4,9,0.0,United Kingdom,0,2,One-Time Lost,0.0,74.39999999999999,1.0,74.39999999999999,Low,1,38
13096,394,1,419.7000000000001,419.7000000000001,6.0,1,0.0,0,2010-11-10 14:08:00,2010-11-10 14:08:00,2,11,0.0,United Kingdom,1,2,One-Time Lost,0.0,419.7000000000001,0.2,83.94000000000003,Low,1,38
13097,33,28,13324.1,475.8607142857143,190.8928571428572,390,12.0,705,2009-12-01 13:31:00,2011-11-07 10:43:00,1,3,0.4286,United Kingdom,0,0,Champions,1.9315068493150684,39059.69041095891,1.0,39059.69041095891,High,0,38
13098,1,28,28882.44,1031.5157142857142,570.2857142857143,156,13.0,316,2011-01-26 13:46:00,2011-12-08 14:14:00,3,5,0.4643,United Kingdom,0,0,Champions,0.8657534246575342,53887.511342465754,1.0,53887.511342465754,High,0,38
13099,99,1,207.36,207.36,288.0,1,0.0,0,2011-09-01 17:40:00,2011-09-01 17:40:00,3,9,0.0,United Kingdom,1,2,One-Time Lost,0.0,207.36,0.2,41.47200000000001,Low,1,38
13101,234,4,695.4,173.85,119.5,48,0.0,446,2010-01-27 15:49:00,2011-04-19 14:37:00,2,1,0.0,United Kingdom,1,1,Loyal Developing,1.2219178082191782,1545.1216438356164,0.2,309.0243287671233,Medium,2,38
13102,1,37,11380.1,307.57027027027027,172.05405405405406,212,5.0,580,2010-05-06 13:12:00,2011-12-08 12:52:00,3,7,0.1351,United Kingdom,0,0,Champions,1.5890410958904109,29463.54657534247,1.0,29463.54657534247,High,0,38
13103,40,3,709.64,236.5466666666667,142.0,27,0.0,537,2010-05-11 14:41:00,2011-10-31 09:38:00,1,9,0.0,United Kingdom,0,1,Loyal Developing,1.4712328767123288,1753.6856986301375,1.0,1753.6856986301375,Medium,2,38
13104,3,9,1709.1,189.9,92.66666666666669,15,0.0,649,2010-02-24 15:06:00,2011-12-06 13:10:00,3,9,0.0,United Kingdom,0,1,Loyal Developing,1.7780821917808218,4748.020273972603,1.0,4748.020273972603,High,0,38
13105,436,1,72.0,72.0,100.0,1,0.0,0,2010-09-29 13:41:00,2010-09-29 13:41:00,2,9,0.0,United Kingdom,1,2,One-Time Lost,0.0,72.0,0.2,14.4,Low,1,38
13106,133,2,603.46,301.73,115.5,15,1.0,280,2010-10-22 13:10:00,2011-07-29 15:12:00,4,10,0.5,United Kingdom,1,3,At Risk,0.7671232876712328,1066.3882191780822,0.2,213.27764383561646,Medium,2,38
13107,44,9,5253.07,583.6744444444444,479.55555555555554,142,6.0,629,2010-02-04 10:50:00,2011-10-26 14:52:00,3,9,0.6667,United Kingdom,0,0,Champions,1.7232876712328766,14305.620767123286,1.0,14305.620767123286,High,0,38
13108,373,2,748.46,374.23,372.5,27,0.0,62,2010-09-30 17:09:00,2010-12-02 10:35:00,3,9,0.0,United Kingdom,1,2,One-Time Lost,0.16986301369863013,875.5956712328767,0.2,175.11913424657536,Low,1,38
13109,60,3,1134.03,378.01,252.3333333333333,57,4.0,491,2010-06-06 12:59:00,2011-10-11 10:16:00,1,7,1.3333,United Kingdom,0,3,At Risk,1.3452054794520547,2659.533369863014,1.0,2659.533369863014,High,0,38
13110,31,12,2957.4700000000003,246.4558333333333,63.583333333333336,167,2.0,707,2009-12-01 14:14:00,2011-11-08 14:30:00,1,3,0.1667,United Kingdom,0,0,Champions,1.936986301369863,8686.048876712326,1.0,8686.048876712326,High,0,38
13111,719,1,321.88000000000005,321.88000000000005,180.0,12,0.0,0,2009-12-21 09:00:00,2009-12-21 09:00:00,0,12,0.0,United Kingdom,1,2,One-Time Lost,0.0,321.88000000000005,0.2,64.37600000000002,Low,1,38
13112,541,1,20.6,20.6,11.0,2,2.0,0,2010-06-16 17:03:00,2010-06-16 17:03:00,2,6,2.0,United Kingdom,1,3,At Risk,0.0,20.6,0.2,4.12,Low,1,38
13113,1,37,18230.07,492.7045945945946,119.86486486486488,166,23.0,620,2010-03-28 16:13:00,2011-12-09 12:49:00,6,3,0.6216,United Kingdom,0,0,Champions,1.6986301369863013,49196.21630136986,1.0,49196.21630136986,High,0,38
13114,731,1,234.38,234.38,74.0,16,0.0,0,2009-12-09 09:56:00,2009-12-09 09:56:00,2,12,0.0,United Kingdom,1,2,One-Time Lost,0.0,234.38,0.2,46.876000000000005,Low,1,38
